tweet,class,clean_tweet
Im looking for a reason to really spazz on a bitch (never my lady) but....a bitch none the less lol,1,im looking reason really spazz bitch never lady buta bitch none less lol
RT @Harry_Styles: @kathygriffin I just found an Oreo in my pocket... Is it yours? Thanks for looking after it .xx,2,rt harrystyles kathygriffin found oreo pocket thanks looking xx
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/O8JoZOKFEI,2,97339733973397339733 grand opening 97339733973397339733 top class 9733 oriental massage 9733 perfect 9733
And i aint neva gave a fucc about a bitch boy !,1,aint neva gave fucc bitch boy
RT @PinkDuckTwist: LMFAO WTF &#8220;@MakeMeSpazz: &#8220;@TheKingSimp: Niggas on here really retarded http://t.co/arhySCAMu6&#8221; &#128553;&#128514;&#9996;&#65039; I'm tf out!!&#8221;,1,rt pinkducktwist lmfao wtf 8220makemespazz 8220thekingsimp niggas really retarded 128553128514999665039 im tf out8221
I hope you realize that your both retarded,1,hope realize retarded
"""@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP"" @J_Austin12 I meant to do this one. Smh.",1,nicholasted33 kobe stay talking trash lets forget jaustin12 meant one smh
bitch u kno my game tight,1,bitch u kno game tight
"RT @iDntWearCondoms: ""How I'm a hoe if I only fucked 2 men?"" Bitch cuz they was best friends",1,rt idntwearcondoms im hoe fucked 2 men bitch cuz best friends
RT @FarFrmAverage_: Them hoes ain't solid &#8220;@Satisfied_x: I laugh so hard when females be all in my DMs but they have a Avi picture with the&#8230;,1,rt farfrmaverage hoes aint solid 8220satisfiedx laugh hard females dms avi picture the8230
@TayHASWAGG truuuu bitches don't have ANY respect for themselves so I'm with you on the shit talkin lol,1,tayhaswagg truuuu bitches dont respect im shit talkin lol
You know random niggaz and bitches wish the worst on eachother... Just look at their tweets.,1,know random niggaz bitches wish worst eachother look tweets
He said bitch boy &#128514;,1,said bitch boy 128514
Lmao they got the Titanfall jump in this bitch,1,lmao got titanfall jump bitch
RT @KanyeFaaces: when you let go of all your hoes for one girl but she end up bein a hoe too http://t.co/kn1yKRw4J4,1,rt kanyefaaces let go hoes one girl end bein hoe
RT @daberellla: pop a Molly? why don't you hoes start poppin some birth control &#128138;&#128076;,1,rt daberellla pop molly dont hoes start poppin birth control 128138128076
@Katieloukarl lol tell that hoe grow up ahaha,1,katieloukarl lol tell hoe grow ahaha
The beauty of not needing or wanting a man is priceless. Idk see how bitches be strung the fuck out over men they have joint custody with,1,beauty needing wanting man priceless idk see bitches strung fuck men joint custody
"Not sure why #teabaggers would care about Nelson Mandela, being that he's one of 'them' if you know what I mean. #teaparty #tcot",2,sure teabaggers would care nelson mandela hes one know mean teaparty tcot
@kieffer_jason bitch am not I really don't fucking like you. why the fuck are you even talking to me ?,1,kiefferjason bitch really dont fucking like fuck even talking
At the end of the day seniors still love that young fresh pussy from west case closed,1,end day seniors still love young fresh pussy west case closed
So much white trash at this demo derby &#128514;&#128079; &#127482;&#127480;,1,much white trash demo derby 128514128079 127482127480
"Know why birds don't wear pants?
Cause their pecker's in the way",1,know birds dont wear pants cause peckers way
"RT @Matty_Kem: My favorite shark is megaldon, my least favorite is a mud shark. They are the worst",2,rt mattykem favorite shark megaldon least favorite mud shark worst
"RT @russnelligan: .@KarynPolito declares victory by introducing ""our next governor, Charlie Baker"" @CharlieForGov #wcvb http://t.co/HYkWrVD&#8230;",2,rt russnelligan karynpolito declares victory introducing next governor charlie baker charlieforgov wcvb
RT @wojtata: Huntley High School is the most retarded high school ever.,1,rt wojtata huntley high school retarded high school ever
"RT @MettaDamnFool: &#128557;&#128557;&#128557;&#128557; RT @_MoonWP_: When dykes hear ""ladies free before 10"" http://t.co/k2TU1S85t6",1,rt mettadamnfool 128557128557128557128557 rt moonwp dykes hear ladies free 10
what a clam shame,2,clam shame
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HomeMade | Home made. My wife rubbing her pussy http://t.co/ldb9aFwVdM",1,pornandroidiphoneipadsexxxx homemade home made wife rubbing pussy
@jezzzz_ @ShitPussiesSay Jessica I'm not afraid to slit your throat tomorrow,1,jezzzz shitpussiessay jessica im afraid slit throat tomorrow
@sbsylvester bitch what but I pull more hoes the u dream of,1,sbsylvester bitch pull hoes u dream
@greekkid31 @TaraSetmayer @TheWillDunne yes true reagan was the first..ike wouldnt. While president and he was supreme allied commander.,2,greekkid31 tarasetmayer thewilldunne yes true reagan firstike wouldnt president supreme allied commander
I only respect bitches that respect theyself.# truu,1,respect bitches respect theyself truu
RT @lilmenifee__: no hoes no baes no dips/sidelines no NOTHING &#128530;&#128563;&#128080;,1,rt lilmenifee hoes baes dipssidelines nothing 128530128563128080
RT @jaynovel: Real RT @JRUIZ__: Few things worse than forcing a conversation with a dumb bitch,1,rt jaynovel real rt jruiz things worse forcing conversation dumb bitch
&#8220;@Moneyhighpapi: When you fuck her GOOD she trip even more&#8221; good dick makes a bitch go crazy,1,8220moneyhighpapi fuck good trip even more8221 good dick makes bitch go crazy
RT @MrLuckyToYou: Eat that pussy from the back and slide two fingers in...,1,rt mrluckytoyou eat pussy back slide two fingers
RT @KINGTUNCHI_: Lol it's funny tho cuz every hoe that talk shit I .... NVm that shit ain't player,1,rt kingtunchi lol funny tho cuz every hoe talk shit nvm shit aint player
"RT @louiev_: LMAOOOO RT @TAN1AAA: White people lmaoo RT @sexxielexxie: Filth. RT @SoloChills: When she says ""Come get this pussy"" https://t&#8230;",1,rt louiev lmaoooo rt tan1aaa white people lmaoo rt sexxielexxie filth rt solochills says come get pussy
"""@Dietrich1892: Yall shut up:p"" make me bitch",1,dietrich1892 yall shut upp make bitch
Boy you gotta turn that Nikki song all the way down on the volume kuz it's trash ... But that the ass fat lawd&#128525;&#128525;&#128525;&#128588;&#128588;&#128588;,1,boy gotta turn nikki song way volume kuz trash ass fat lawd128525128525128525128588128588128588
Yeah Chris Brown definitely the realest waffle cone colored nigga of all time for that no bullshit song b that's exactly how I be feelin,1,yeah chris brown definitely realest waffle cone colored nigga time bullshit song b thats exactly feelin
"RT @LifeAsBros: ""Don't be a bitch dude"" - easiest way to get your bro to do something.",1,rt lifeasbros dont bitch dude easiest way get bro something
"@RobinFury Drake is bitch made for that, likes Phonte so much and won't do a track over that....",1,robinfury drake bitch made likes phonte much wont track
These parents nd giving they kids ghetto ass names Ronkieshietta. Bro are you serious?? That tipped the scale fa me,1,parents nd giving kids ghetto ass names ronkieshietta bro serious tipped scale fa
"I've never had a problem w| anybody here, I've been w| the company for a year, and then this snitch fucking bitch is trying to get me fired",1,ive never problem w anybody ive w company year snitch fucking bitch trying get fired
I'm definitely watching that mook/ lux battle today damn it!!!,2,im definitely watching mook lux battle today damn
Tia chepa... Uhh Noo bitch she is your Tia Irma &#128530; aghh he's so annoying,1,tia chepa uhh noo bitch tia irma 128530 aghh hes annoying
Cus you gt d hoes,1,cus gt hoes
RT @LupeMeCoje: What's going down pussies?,1,rt lupemecoje whats going pussies
"RT @metroadlib: Amanda wants Fizz to protect her.
This dude told yo ass on MULTIPLE occasions to let this bitch be.",1,rt metroadlib amanda wants fizz protect dude told yo ass multiple occasions let bitch
I miss having Jihadist bitches in my crosshairs... Ahhh the good ol days...,1,miss jihadist bitches crosshairs ahhh good ol days
RT what got me into baseball! :Well only a couple more days till all these legends will be retired #CORE4 #Yankees http://t.co/bL2V1v2n9T&#8221;,2,rt got baseball well couple days till legends retired core4 yankees
RT @Shalewis09: Larry Elder is an Uncle Tom. I cannot believe how he is degrading a child.,2,rt shalewis09 larry elder uncle tom cannot believe degrading child
RT @kxnggerald: unemployed niggas be having all the hoes &#128514;&#128546;,1,rt kxnggerald unemployed niggas hoes 128514128546
"RT @PABLO_BAAIH: ""Good pussy is pussy that makes you really think bout making her breakfast pussy that makes you think about being a father""",1,rt pablobaaih good pussy pussy makes really think bout making breakfast pussy makes think father
"@JustFemaIe @CheatingAdvice 
Where the fuck were you this summer bitch?",1,justfemaie cheatingadvice fuck summer bitch
You're standing on a slippery slope where it's all too easy to... More for Libra http://t.co/7THsA7v26i,2,youre standing slippery slope easy libra
@Thee_MrWest pussy,1,theemrwest pussy
RT @sorryimalex: I'm only back cause I don't wanna see the boys lose to trash #vote5sos,2,rt sorryimalex im back cause dont wanna see boys lose trash vote5sos
@CapoDaAssHole @Alejandro_Bihhh damn that hoe just came out but look at how many hoes said his shit jamming on my shit,1,capodaasshole alejandrobihhh damn hoe came look many hoes said shit jamming shit
People on this site are fucking retarded sometimes,0,people site fucking retarded sometimes
"When I call bitch, you come.",1,call bitch come
&#8220;@miilkkk: On a scale of 1-10 this bitch is literally a 6 http://t.co/A3rMyfNUS4&#8221;hahaha,1,8220miilkkk scale 110 bitch literally 6
RT @Iethaldose: Feelings are a bitch to fucking control...,1,rt iethaldose feelings bitch fucking control
"Me to @sarayeagley ""Caffenate me, bitch"" because I don't know how to use Dave's coffee maker #struggles #CLEadventures",1,sarayeagley caffenate bitch dont know use daves coffee maker struggles cleadventures
&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; RT @KarltonHinez: @ItsNotHarold smh bitch sellin her ass,1,128514128514128514128514128514128514 rt karltonhinez itsnotharold smh bitch sellin ass
"""@scallynikelad: &#8220;@sleazytwinks: So hot!! RT @opcinjen: Lick it, bitch http://t.co/JLoUkqDcOM&#8221;"" fuck yeah. Eat that trainer u dirty fucker",1,scallynikelad 8220sleazytwinks hot rt opcinjen lick bitch fuck yeah eat trainer u dirty fucker
If u know this bitch u know ur mexican http://t.co/Jyw85Vmp8K,1,u know bitch u know ur mexican
@kieffer_jason and stop being a bitch made nigga and man up and show up for that ass whooping,1,kiefferjason stop bitch made nigga man show ass whooping
"RT @TrueNovacane: When you think you sliden, bitch you slippen &amp; I know the truth. I KNOWW I KNOWW I KNOWW, YOU KNOW THAT I KNOWW I KNOWW I&#8230;",1,rt truenovacane think sliden bitch slippen amp know truth knoww knoww knoww know knoww knoww i8230
"RT @bankheist: it's always anime faggots that got some shit to say lmao, you in love with some damn cartoons lol fuckin nerds",1,rt bankheist always anime faggots got shit say lmao love damn cartoons lol fuckin nerds
I just don't get why none of you people talk back to me..i guess you follow me for the #s in hopes I follow back but shit. talk to a cracker,1,dont get none people talk back mei guess follow hopes follow back shit talk cracker
cheeky lol RT @_MELiSA_jay: I want those all black and yellow 95's again... ughh I &#9825; those,2,cheeky lol rt melisajay want black yellow 95s ughh 9825
Blah. In all honesty.... I just need some pussy. That's it,1,blah honesty need pussy thats
RT @SourPinkk: If having hoes still excites you ; you still have some growing to do lil mf !!!,1,rt sourpinkk hoes still excites still growing lil mf
"@Threehoez rip plate, brownies, large tea, fries, beans potato salad, poboy",2,threehoez rip plate brownies large tea fries beans potato salad poboy
"RT @wb_kaylaa: Fake bitch : hey girl 

Me:&#128133; http://t.co/GDiiwRDgNO",1,rt wbkaylaa fake bitch hey girl me128133
RT @jessmelkum: Nipple piercings are suppose to be a girls personal secret. But y'all hoes get them just to take a selfie,1,rt jessmelkum nipple piercings suppose girls personal secret yall hoes get take selfie
"RT @AprilStearns: RT @GN192 Far right hero and all-around RWNJ D'Souza took to twitter on Thanksgiving to mock Trayvon Martin, a murdered k&#8230;",2,rt aprilstearns rt gn192 far right hero allaround rwnj dsouza took twitter thanksgiving mock trayvon martin murdered k8230
dodgerofzion asked: A giant green rooster walks in carrying a tray of brownies. You may have a brownie in... http://t.co/Rn0sWWuIq9,2,dodgerofzion asked giant green rooster walks carrying tray brownies may brownie
@Stvtch_ @IAMBJRAPS @cheffin_curry @GirlTimeUSA @LILBTHEBASEDGOD bitch you look like a shamu go back to seaword,1,stvtch iambjraps cheffincurry girltimeusa lilbthebasedgod bitch look like shamu go back seaword
@SteveStockmanTX stockboy U should talk. U tweet lies and childish shit about Obama.youre very unqualified. You only appeal to dumb rednecks,1,stevestockmantx stockboy u talk u tweet lies childish shit obamayoure unqualified appeal dumb rednecks
RT @TheKitchensHeat: Don't beef over no bitch..,1,rt thekitchensheat dont beef bitch
I was with a bitch with a mustash for a year and a half? Wtf is wrong itch me,1,bitch mustash year half wtf wrong itch
@MrCatLoverx text me bitch,1,mrcatloverx text bitch
